,concept,language,word,ID,cc
432,new,ROMANIAN_MEGLENO,now,432,new:4
433,new,ROMANSH_GRISHUN,nof,433,new:11
434,new,ROMANSH_SURMIRAN,nof,434,new:11
435,new,ROMANSH_SURSILVAN,nief,435,new:13
436,new,ROMANSH_VALLADER,nowf,436,new:4
437,new,SARDINIAN,nou,437,new:5
438,new,SARDINIAN_CAMPIDANESE,now,438,new:4
439,new,SARDINIAN_LOGUDARESE,novu,439,new:10
440,new,SICILIAN_UnnamedInSource,novu,440,new:10
441,new,SPANISH,nuevo,441,new:2
442,new,VALENCIAN,now,442,new:4
443,new,VLACH,nou,443,new:5
444,full,ALBANIAN_GHEG,cit3,444,full:0
445,full,ALBANIAN,embuSurplotme,445,full:1
446,full,ALBANIAN_TOSK,plot3,446,full:2
447,full,ARAGONESE,pleno,447,full:3
448,full,ARPITAN,plE,448,full:4
449,full,ASTURIAN,Leno,449,full:5
450,full,BALEAR_CATALAN,plE,450,full:4
451,full,CATALAN,plE,451,full:4
452,full,CATALAN_2,plE,452,full:4
453,full,DALMATIAN,plain,453,full:6
454,full,EMILIANO_CARPIGIANO,pin,454,full:6
455,full,EMILIANO_FERRARESE,pin,455,full:6
456,full,EMILIANO_REGGIANO,pin,456,full:6
457,full,FRENCH,pl3,457,full:7
458,full,FRIULIAN,plen,458,full:3
459,full,GALICIAN,Ceo,459,full:8
460,full,GASCON,ple,460,full:3
461,full,ITALIAN,pyEno,461,full:9
462,full,ITALIAN_GROSSETO_TUSCAN,pyEno,462,full:9
463,full,JUDEO_ESPAGNOL,yeno,463,full:5
464,full,LANGUEDOCIEN,ple,464,full:3
465,full,LIGURIAN_GENOESE,piN,465,full:10
466,full,LIGURIAN_RAPALLO,piN,466,full:10
467,full,LIGURIAN_STELLA,CEN,467,full:11
468,full,LOMBARD_BERGAMO,pye,468,full:12
469,full,LOMBARD_PLESIO,pyee,469,full:13
470,full,NEAPOLITAN_CALABRESE,kin3,470,full:14
471,full,NONES,plen,471,full:3
472,full,NONES_FASSANO,pye5,472,full:13
473,full,NONES_GARDENESE,pl35,473,full:7
474,full,OCCITAN_ARANESE,pleN,474,full:3
475,full,PIEMONTESE_BARBANIA,pyEN,475,full:15
476,full,PIEMONTESE_CARMAGNOLA,pyEN,476,full:15
477,full,PIEMONTESE_LANZO_TORINESE,pyEN,477,full:15
478,full,PIEMONTESE_VERCELLESE,piN,478,full:10
479,full,PORTUGUESE,Seyu,479,full:16
480,full,ROMAGNOL_RAVENNATE,pin,480,full:6
481,full,ROMANIAN,plin,481,full:6
482,full,ROMANIAN_2,plin,482,full:6
483,full,ROMANIAN_MEGLENO,plin,483,full:6
484,full,ROMANSH_GRISHUN,playn,484,full:7
485,full,ROMANSH_SURMIRAN,pla5,485,full:7
486,full,ROMANSH_SURSILVAN,plein,486,full:6
487,full,ROMANSH_VALLADER,playn,487,full:7
488,full,SARDINIAN,prenu,488,full:17
489,full,SARDINIAN_CAMPIDANESE,prenu,489,full:17
490,full,SARDINIAN_LOGUDARESE,prenu,490,full:17
491,full,SICILIAN_UnnamedInSource,Cinu,491,full:18
492,full,SPANISH,yeno,492,full:5
493,full,VALENCIAN,plE,493,full:4
494,full,VLACH,mplinu,494,full:6
495,horn,ALBANIAN_GHEG,bri,495,horn:0
496,horn,ALBANIAN,bri,496,horn:0
497,horn,ALBANIAN_TOSK,bri,497,horn:0
498,horn,ARAGONESE,kerno,498,horn:1
499,horn,ASTURIAN,kuernu,499,horn:1
500,horn,BALEAR_CATALAN,ba53,500,horn:2
501,horn,CATALAN,korn,501,horn:1
502,horn,CATALAN_2,ba53,502,horn:2
503,horn,CORSICAN,kori,503,horn:3
504,horn,DALMATIAN,kuarN,504,horn:4
505,horn,EMILIANO_CARPIGIANO,koren,505,horn:1
506,horn,EMILIANO_FERRARESE,koran,506,horn:1
507,horn,EMILIANO_REGGIANO,koren,507,horn:1
508,horn,FRENCH,korn,508,horn:1
509,horn,FRIULIAN,kar,509,horn:5
510,horn,GALICIAN,korno,510,horn:1
511,horn,GASCON,korno,511,horn:1
512,horn,ITALIAN,korno,512,horn:1
513,horn,ITALIAN_GROSSETO_TUSCAN,korno,513,horn:1
514,horn,JUDEO_ESPAGNOL,kuerno,514,horn:1
515,horn,LANGUEDOCIEN,korno,515,horn:1
516,horn,LIGURIAN_GENOESE,kornu,516,horn:1
517,horn,LIGURIAN_RAPALLO,kornu,517,horn:1
518,horn,LIGURIAN_STELLA,kornu,518,horn:1
519,horn,LOMBARD_BERGAMO,koren,519,horn:1
520,horn,LOMBARD_PLESIO,kornu,520,horn:1
521,horn,NEAPOLITAN_CALABRESE,korn3,521,horn:1
522,horn,NONES,korn,522,horn:1
523,horn,NONES_FASSANO,korn,523,horn:1
524,horn,NONES_GARDENESE,korn,524,horn:1
525,horn,OCCITAN_ARANESE,korno,525,horn:1
526,horn,PIEMONTESE_BARBANIA,korn,526,horn:1
527,horn,PIEMONTESE_CARMAGNOLA,korn,527,horn:1
528,horn,PIEMONTESE_LANZO_TORINESE,korn,528,horn:1
529,horn,PIEMONTESE_VERCELLESE,kornu,529,horn:1
530,horn,PORTUGUESE,Sifr3,530,horn:6
531,horn,ROMAGNOL_RAVENNATE,ko3ran,531,horn:1
532,horn,ROMANIAN,korn,532,horn:1
533,horn,ROMANIAN_2,korn,533,horn:1
534,horn,ROMANIAN_MEGLENO,korn,534,horn:1
535,horn,ROMANSH_GRISHUN,korn3,535,horn:1
536,horn,ROMANSH_SURMIRAN,korn3,536,horn:1
537,horn,ROMANSH_SURSILVAN,Ciern,537,horn:7
538,horn,ROMANSH_VALLADER,korn3,538,horn:1
539,horn,SARDINIAN,koru,539,horn:1
540,horn,SARDINIAN_CAMPIDANESE,koru,540,horn:1
541,horn,SARDINIAN_LOGUDARESE,koru,541,horn:1
542,horn,SICILIAN_UnnamedInSource,kornutu,542,horn:1
543,horn,SPANISH,kerno,543,horn:1
544,horn,TURIA_AROMANIAN,kornu,544,horn:1
545,horn,VALENCIAN,ba5a,545,horn:2
546,leaf,ALBANIAN_GHEG,flet3,546,leaf:0
547,leaf,ALBANIAN,Tethe,547,leaf:1
548,leaf,ALBANIAN_TOSK,flEt3,548,leaf:0
549,leaf,ARAGONESE,fueLa,549,leaf:2
550,leaf,ARPITAN,foL3,550,leaf:3
551,leaf,ASTURIAN,fueya,551,leaf:2
552,leaf,BALEAR_CATALAN,fuL3,552,leaf:3
553,leaf,CATALAN,fuL3,553,leaf:3
554,leaf,CATALAN_2,fuL3,554,leaf:3
555,leaf,CORSICAN,foLa,555,leaf:2
556,leaf,DALMATIAN,fuaLa,556,leaf:2
557,leaf,EMILIANO_CARPIGIANO,foya,557,leaf:2
558,leaf,EMILIANO_FERRARESE,foya,558,leaf:2
559,leaf,EMILIANO_REGGIANO,foya,559,leaf:2
560,leaf,FRENCH,f3y,560,leaf:4
561,leaf,FRIULIAN,feE,561,leaf:5
562,leaf,GALICIAN,foLa,562,leaf:2
563,leaf,GASCON,wueyo,563,leaf:6
564,leaf,ITALIAN,foLa,564,leaf:2
565,leaf,ITALIAN_GROSSETO_TUSCAN,foLa,565,leaf:2
566,leaf,JUDEO_ESPAGNOL,oxa,566,leaf:2
567,leaf,LANGUEDOCIEN,fiElo,567,leaf:7
568,leaf,LIGURIAN_GENOESE,foya,568,leaf:2
569,leaf,LIGURIAN_RAPALLO,foya,569,leaf:2
570,leaf,LIGURIAN_STELLA,fEya,570,leaf:2
571,leaf,LOMBARD_BERGAMO,foya,571,leaf:2
572,leaf,LOMBARD_PLESIO,foya,572,leaf:2
573,leaf,NEAPOLITAN_CALABRESE,foy3,573,leaf:2
574,leaf,NONES,foya,574,leaf:2
575,leaf,NONES_FASSANO,foa,575,leaf:2
576,leaf,NONES_GARDENESE,pleCa,576,leaf:8
577,leaf,OCCITAN_ARANESE,ueLo,577,leaf:9
578,leaf,PIEMONTESE_BARBANIA,foya,578,leaf:2
579,leaf,PIEMONTESE_CARMAGNOLA,foya,579,leaf:2
580,leaf,PIEMONTESE_LANZO_TORINESE,foya,580,leaf:2
581,leaf,PIEMONTESE_VERCELLESE,foya,581,leaf:2
582,leaf,PORTUGUESE,foLa,582,leaf:2
583,leaf,ROMAGNOL_RAVENNATE,foya,583,leaf:2
584,leaf,ROMANIAN,frunz3,584,leaf:3
585,leaf,ROMANIAN_2,foaie,585,leaf:10
586,leaf,ROMANIAN_MEGLENO,frunz3,586,leaf:3
587,leaf,ROMANSH_GRISHUN,feL,587,leaf:11
588,leaf,ROMANSH_SURMIRAN,fiL,588,leaf:12
589,leaf,ROMANSH_SURSILVAN,fEL,589,leaf:13
590,leaf,ROMANSH_VALLADER,foL3,590,leaf:3
591,leaf,SARDINIAN,foza,591,leaf:2
592,leaf,SARDINIAN_CAMPIDANESE,fola,592,leaf:2
593,leaf,SARDINIAN_LOGUDARESE,foZa,593,leaf:2
594,leaf,SICILIAN_UnnamedInSource,fogia,594,leaf:2
595,leaf,SPANISH,oha,595,leaf:2
596,leaf,VALENCIAN,fuLa,596,leaf:2
597,fire,ALBANIAN_GHEG,zyarm,597,fire:0
598,fire,ALBANIAN,ndez,598,fire:1
599,fire,ALBANIAN_TOSK,zar,599,fire:0
600,fire,ARAGONESE,fuego,600,fire:2
601,fire,ASTURIAN,fueu,601,fire:3
602,fire,BALEAR_CATALAN,foT,602,fire:4
603,fire,CATALAN,fok,603,fire:4
604,fire,CATALAN_2,fok,604,fire:4
605,fire,CORSICAN,fogu,605,fire:4
606,fire,DALMATIAN,fuk,606,fire:2
607,fire,EMILIANO_CARPIGIANO,fog,607,fire:4
608,fire,EMILIANO_FERRARESE,fog,608,fire:4
609,fire,EMILIANO_REGGIANO,fog,609,fire:4
610,fire,FRENCH,fe,610,fire:5
611,fire,FRIULIAN,fouk,611,fire:4
612,fire,GALICIAN,lume,612,fire:6
613,fire,GASCON,huek,613,fire:7
614,fire,ITALIAN,fwoko,614,fire:4
615,fire,ITALIAN_GROSSETO_TUSCAN,foko,615,fire:4
616,fire,JUDEO_ESPAGNOL,fuego,616,fire:2
617,fire,LANGUEDOCIEN,fiok,617,fire:4
618,fire,LIGURIAN_GENOESE,fEgu,618,fire:4
619,fire,LIGURIAN_RAPALLO,fEgu,619,fire:4
620,fire,LIGURIAN_STELLA,fE,620,fire:8
621,fire,LOMBARD_BERGAMO,fok,621,fire:4
622,fire,LOMBARD_PLESIO,fok,622,fire:4
623,fire,NEAPOLITAN_CALABRESE,fok3,623,fire:4
624,fire,NONES,fec,624,fire:9
625,fire,NONES_FASSANO,fek,625,fire:9
626,fire,NONES_GARDENESE,fwek,626,fire:9
627,fire,OCCITAN_ARANESE,uek,627,fire:7
628,fire,PIEMONTESE_BARBANIA,fo,628,fire:10
629,fire,PIEMONTESE_CARMAGNOLA,fo,629,fire:10
630,fire,PIEMONTESE_LANZO_TORINESE,fo,630,fire:10
631,fire,PIEMONTESE_VERCELLESE,fok,631,fire:4
632,fire,PORTUGUESE,fogu,632,fire:4
633,fire,ROMAGNOL_RAVENNATE,fug,633,fire:2
634,fire,ROMANIAN,fok,634,fire:4
635,fire,ROMANIAN_2,fok,635,fire:4
636,fire,ROMANIAN_MEGLENO,fok,636,fire:4
637,fire,ROMANSH_GRISHUN,fyew,637,fire:11
638,fire,ROMANSH_SURMIRAN,fi,638,fire:12
639,fire,ROMANSH_SURSILVAN,fug,639,fire:2
640,fire,ROMANSH_VALLADER,fo,640,fire:10
641,fire,SARDINIAN,fogu,641,fire:4
642,fire,SARDINIAN_CAMPIDANESE,foxu,642,fire:4
643,fire,SARDINIAN_LOGUDARESE,fogu,643,fire:4
644,fire,SICILIAN_UnnamedInSource,foku,644,fire:4
645,fire,SPANISH,fuego,645,fire:2
646,fire,VALENCIAN,fok,646,fire:4
647,fire,VLACH,foku,647,fire:4
648,water,ALBANIAN_GHEG,uy3,648,water:0
649,water,ALBANIAN,uj3,649,water:0
650,water,ALBANIAN_TOSK,uy3,650,water:0
651,water,ARAGONESE,auga,651,water:1
652,water,ARPITAN,Ewa,652,water:2
653,water,ASTURIAN,agua,653,water:1
654,water,BALEAR_CATALAN,aigo,654,water:3
655,water,CATALAN,aix3,655,water:4
656,water,CATALAN_2,aix3,656,water:4
657,water,CORSICAN,akwa,657,water:5
658,water,DALMATIAN,yakua,658,water:6
659,water,EMILIANO_CARPIGIANO,akwa,659,water:5
660,water,EMILIANO_FERRARESE,akwa,660,water:5
661,water,EMILIANO_REGGIANO,akva,661,water:5
662,water,FRENCH,o,662,water:7
663,water,FRIULIAN,agE,663,water:8
664,water,GALICIAN,auga,664,water:1
665,water,GASCON,aigo,665,water:3
666,water,ITALIAN,akwa,666,water:5
667,water,ITALIAN_GROSSETO_TUSCAN,akwa,667,water:5
668,water,JUDEO_ESPAGNOL,agua,668,water:1
669,water,LANGUEDOCIEN,aygo,669,water:3
670,water,LIGURIAN_GENOESE,egwa,670,water:2
671,water,LIGURIAN_RAPALLO,Egwa,671,water:2
672,water,LIGURIAN_STELLA,Egwa,672,water:2
673,water,LOMBARD_BERGAMO,akwa,673,water:5
674,water,LOMBARD_PLESIO,akwa,674,water:5
675,water,NEAPOLITAN_CALABRESE,akw3,675,water:5
676,water,NONES,aka,676,water:5
677,water,NONES_GARDENESE,Ega,677,water:2
678,water,OCCITAN_ARANESE,aixuo,678,water:3
679,water,PIEMONTESE_BARBANIA,Eva,679,water:2
680,water,PIEMONTESE_CARMAGNOLA,eva,680,water:9
681,water,PIEMONTESE_LANZO_TORINESE,eva,681,water:9
682,water,PIEMONTESE_VERCELLESE,akwa,682,water:5
683,water,PORTUGUESE,Ega,683,water:2
684,water,ROMAGNOL_RAVENNATE,akva,684,water:5
685,water,ROMANIAN,ap3,685,water:10
686,water,ROMANIAN_2,ap3,686,water:10
687,water,ROMANIAN_MEGLENO,apu,687,water:11
688,water,ROMANSH_GRISHUN,aw3,688,water:4
689,water,ROMANSH_SURMIRAN,av3,689,water:4
690,water,ROMANSH_VALLADER,aw3,690,water:4
691,water,SARDINIAN,aba,691,water:12
692,water,SARDINIAN_CAMPIDANESE,aba,692,water:12
693,water,SARDINIAN_LOGUDARESE,aba,693,water:12
694,water,SICILIAN_UnnamedInSource,aka,694,water:5
695,water,SPANISH,aga,695,water:1
696,water,TURIA_AROMANIAN,apa,696,water:13
697,water,VALENCIAN,aixa,697,water:4
698,water,VLACH,apa,698,water:13
699,dog,ALBANIAN_GHEG,qen,699,dog:0
700,dog,ALBANIAN,Ten,700,dog:0
701,dog,ALBANIAN_TOSK,TEn,701,dog:0
702,dog,ARAGONESE,kan,702,dog:1
703,dog,ARPITAN,Si,703,dog:2
704,dog,ASTURIAN,perru,704,dog:3
705,dog,BALEAR_CATALAN,ka,705,dog:4
706,dog,CATALAN,gos,706,dog:5
707,dog,CATALAN_2,gos,707,dog:5
708,dog,CORSICAN,Takaru,708,dog:6
709,dog,DALMATIAN,kuoN,709,dog:7
710,dog,EMILIANO_CARPIGIANO,kaN,710,dog:8
711,dog,EMILIANO_FERRARESE,kan,711,dog:1
712,dog,EMILIANO_REGGIANO,kan,712,dog:1
713,dog,FRENCH,Sia,713,dog:9
714,dog,FRIULIAN,CaN,714,dog:8
715,dog,GALICIAN,kan,715,dog:1
716,dog,GASCON,ka,716,dog:4
717,dog,ITALIAN,kane,717,dog:1
718,dog,ITALIAN_GROSSETO_TUSCAN,kane,718,dog:1
719,dog,JUDEO_ESPAGNOL,perro,719,dog:3
720,dog,LANGUEDOCIEN,ka,720,dog:4
721,dog,LIGURIAN_GENOESE,kaN,721,dog:8
722,dog,LIGURIAN_RAPALLO,kaN,722,dog:8
723,dog,LIGURIAN_STELLA,kaN,723,dog:8
724,dog,LOMBARD_BERGAMO,ka,724,dog:4
725,dog,LOMBARD_PLESIO,kaN,725,dog:8
726,dog,NEAPOLITAN_CALABRESE,kan3,726,dog:1
727,dog,NONES,cain,727,dog:1
728,dog,NONES_FASSANO,Ta5,728,dog:8
729,dog,NONES_GARDENESE,Ta5,729,dog:8
730,dog,OCCITAN_ARANESE,kaN,730,dog:8
731,dog,PIEMONTESE_BARBANIA,kaN,731,dog:8
732,dog,PIEMONTESE_CARMAGNOLA,kaN,732,dog:8
733,dog,PIEMONTESE_LANZO_TORINESE,kaN,733,dog:8
734,dog,PIEMONTESE_VERCELLESE,kaN,734,dog:8
735,dog,PORTUGUESE,kau,735,dog:10
736,dog,ROMAGNOL_RAVENNATE,kan,736,dog:1
737,dog,ROMANIAN,k3ne,737,dog:1
738,dog,ROMANIAN_2,kaine,738,dog:1
739,dog,ROMANIAN_MEGLENO,koyni,739,dog:11
740,dog,ROMANSH_GRISHUN,Tawn,740,dog:1
741,dog,ROMANSH_SURMIRAN,TaN,741,dog:8
742,dog,ROMANSH_SURSILVAN,Caun,742,dog:1
743,dog,ROMANSH_VALLADER,San,743,dog:1
744,dog,SARDINIAN,kane,744,dog:1
745,dog,SARDINIAN_CAMPIDANESE,kai,745,dog:1
746,dog,SARDINIAN_LOGUDARESE,kane,746,dog:1
747,dog,SICILIAN_UnnamedInSource,kani,747,dog:1
748,dog,SPANISH,pero,748,dog:3
749,dog,VALENCIAN,gos,749,dog:5
750,tree,ALBANIAN_GHEG,dru,750,tree:0
751,tree,ALBANIAN,dru,751,tree:0
752,tree,ALBANIAN_TOSK,pEm3,752,tree:1
753,tree,ARAGONESE,arbol,753,tree:2
754,tree,ARPITAN,abro,754,tree:3
755,tree,ASTURIAN,arbol,755,tree:2
756,tree,BALEAR_CATALAN,abr3,756,tree:3
757,tree,CATALAN,abr3,757,tree:3
758,tree,CATALAN_2,abr3,758,tree:3
759,tree,CORSICAN,arburu,759,tree:2
760,tree,DALMATIAN,yarbur,760,tree:2
761,tree,EMILIANO_CARPIGIANO,elber,761,tree:4
762,tree,EMILIANO_FERRARESE,arbul,762,tree:2
763,tree,EMILIANO_REGGIANO,Elber,763,tree:4
764,tree,FRENCH,arbr3,764,tree:2
765,tree,FRIULIAN,arbul,765,tree:2
766,tree,GALICIAN,arbore,766,tree:2
767,tree,GASCON,arbe,767,tree:2
768,tree,ITALIAN,albero,768,tree:4
769,tree,ITALIAN_GROSSETO_TUSCAN,pyanta,769,tree:5
770,tree,JUDEO_ESPAGNOL,arvole,770,tree:2
771,tree,LANGUEDOCIEN,arbre,771,tree:2
772,tree,LIGURIAN_GENOESE,erbu,772,tree:6
773,tree,LIGURIAN_RAPALLO,Erbu,773,tree:6
774,tree,LIGURIAN_STELLA,Erbu,774,tree:6
775,tree,LOMBARD_BERGAMO,pyanta,775,tree:5
776,tree,LOMBARD_PLESIO,pyanta,776,tree:5
777,tree,NEAPOLITAN_CALABRESE,ab3r3,777,tree:3
778,tree,NONES,arbol,778,tree:2
779,tree,NONES_GARDENESE,l3N,779,tree:7
780,tree,OCCITAN_ARANESE,arbe,780,tree:2
781,tree,PIEMONTESE_BARBANIA,Erbu,781,tree:6
782,tree,PIEMONTESE_CARMAGNOLA,Erbu,782,tree:6
783,tree,PIEMONTESE_LANZO_TORINESE,pyaNta,783,tree:5
784,tree,PIEMONTESE_VERCELLESE,pyaNta,784,tree:5
785,tree,PORTUGUESE,Ervur3,785,tree:2
786,tree,ROMAGNOL_RAVENNATE,e3lbar,786,tree:4
787,tree,ROMANIAN,pom,787,tree:8
788,tree,ROMANIAN_2,arbore,788,tree:2
789,tree,ROMANIAN_MEGLENO,arbur,789,tree:2
790,tree,ROMANSH_GRISHUN,plant3,790,tree:5
791,tree,ROMANSH_SURMIRAN,plant3,791,tree:5
792,tree,ROMANSH_SURSILVAN,plont3,792,tree:5
793,tree,ROMANSH_VALLADER,bEsS,793,tree:9
794,tree,SARDINIAN,arvure,794,tree:2
795,tree,SARDINIAN_CAMPIDANESE,mata,795,tree:10
796,tree,SARDINIAN_LOGUDARESE,arvure,796,tree:2
797,tree,SICILIAN_UnnamedInSource,arbulu,797,tree:2
798,tree,SPANISH,arbol,798,tree:2
799,tree,VALENCIAN,arbre,799,tree:2
800,tree,VLACH,arbor,800,tree:2
801,path,ALBANIAN_GHEG,kap8,801,path:0
802,path,ALBANIAN,Steg,802,path:1
803,path,ALBANIAN_TOSK,StEg,803,path:1
804,path,ARAGONESE,kamin,804,path:2
805,path,ARPITAN,Sami,805,path:2
806,path,ASTURIAN,kamin,806,path:2
807,path,BALEAR_CATALAN,k3mi,807,path:2
808,path,CATALAN,k3mi,808,path:2
809,path,CATALAN_2,k3mi,809,path:2
810,path,CORSICAN,Strada,810,path:3
811,path,DALMATIAN,kal,811,path:2
812,path,EMILIANO_CARPIGIANO,strEda,812,path:3
813,path,EMILIANO_FERRARESE,strada,813,path:3
814,path,EMILIANO_REGGIANO,strEda,814,path:3
815,path,FRENCH,rut,815,path:4
816,path,FRIULIAN,stradE,816,path:3
817,path,GALICIAN,Estrada,817,path:3
818,path,GASCON,kami,818,path:2
819,path,ITALIAN,sentyaro,819,path:5
820,path,ITALIAN_GROSSETO_TUSCAN,strada,820,path:3
821,path,JUDEO_ESPAGNOL,kamino,821,path:2
822,path,LANGUEDOCIEN,kami,822,path:2
823,path,LIGURIAN_GENOESE,strada,823,path:3
824,path,LIGURIAN_RAPALLO,strada,824,path:3
825,path,LIGURIAN_STELLA,Stro,825,path:6
826,path,LOMBARD_BERGAMO,strada,826,path:3
827,path,LOMBARD_PLESIO,Strada,827,path:3
828,path,NEAPOLITAN_CALABRESE,strat3,828,path:3
829,path,NONES,strada,829,path:3
830,path,NONES_FASSANO,StrEda,830,path:3
831,path,NONES_GARDENESE,StrEda,831,path:3
832,path,OCCITAN_ARANESE,kursEro,832,path:7
833,path,PIEMONTESE_BARBANIA,stra,833,path:3
834,path,PIEMONTESE_CARMAGNOLA,stra,834,path:3
835,path,PIEMONTESE_LANZO_TORINESE,stra,835,path:3
836,path,PIEMONTESE_VERCELLESE,stra,836,path:3
837,path,PORTUGUESE,seda,837,path:8
838,path,ROMAGNOL_RAVENNATE,stre3,838,path:3
839,path,ROMANIAN,k3rare,839,path:9
840,path,ROMANIAN_2,cale,840,path:10
841,path,ROMANIAN_MEGLENO,drum,841,path:11
842,path,ROMANSH_GRISHUN,vi3,842,path:12
843,path,ROMANSH_SURMIRAN,vey3,843,path:13
844,path,ROMANSH_SURSILVAN,sEnd3,844,path:14
845,path,ROMANSH_VALLADER,vi3,845,path:12
846,path,SARDINIAN,istrada,846,path:3
847,path,SARDINIAN_CAMPIDANESE,aruxa,847,path:15
848,path,SARDINIAN_LOGUDARESE,istrada,848,path:3
849,path,SICILIAN_UnnamedInSource,strata,849,path:3
850,path,SPANISH,senda,850,path:8
851,path,TURIA_AROMANIAN,kali,851,path:2
852,path,VALENCIAN,kami,852,path:2
853,hear,ALBANIAN_GHEG,d3goy,853,hear:0
